id_poi;nom;categorie;types;description_analyse;public_cible
5764;Les Houx;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Vous serez séduit par le paysage varié entre forêt, vallon, village et hameaux. Pigeonniers et Château de la Reine Blanche sont à découvrir au cours de cette randonnée. A quelques mètres du circuit, l'Espace Naturel de la Roselière de Normanville est un site à ne pas manquer. Vous serez séduit par l;Adultes, Familles, Randonneurs
5781;Autour du Cap;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Ancien village de pêcheurs, Sainte-Adresse a de nombreux atouts qui ont fait d'elle un site privilégié par les grands peintres tels que Monet, Dufy, Corot ou encore Stevens. Aujourd'hui commune résidentielle bourgeoise, elle incarne l'esprit balnéaire. Ses falaises, son Cap de la Hève, sa longue pla;Adultes, Familles, Randonneurs
5782;Le Port d'Yville;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette randonnée vous fera découvrir le château d'Yville sur Seine, bijou architectural du XVIIIème siècle et vous permettra de profiter des bords de Seine. Cette randonnée vous fera découvrir le château d'Yville sur Seine, bijou architectural du XVIIIème siècle et vous permettra de profiter des bord;Adultes, Familles, Randonneurs
5792;Golf d'Étretat;activity;schema:GolfCourse, GolfCourse, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Centenaire célébré en 2008, le golf d’Etretat est classé régulièrement parmi les meilleurs golfs français. La beauté de son parcours, son prestigieux trou n° 10 et sa vue imprenable sur la mer à chacun de ses 18 trous ne sont pas ses seules... Centenaire célébré en 2008, le golf d’Etretat est classé;Adultes, Familles
5806;La Truite du Buisson;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé à 10 minutes de Blangy-sur-Bresle, entre Foucarmont et Grandcourt, la Truite du Buisson vous propose de découvrir la pêche loisirs dans un magnifique cadre de verdure avec ses 5 étangs de pêche vous sont proposés : 4 bassins pour la truite ... Situé à 10 minutes de Blangy-sur-Bresle, entre Fou;Adultes, Familles
5814;La Plaine du Maucomble;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Entre plaine et forêt, cet itinéraire est parfait pour les longues balades dominicales. Sur votre retour, vous emprunterez le chemin du chasse-marée, témoignage de l’activité commerciale maritime d’antan. Entre plaine et forêt, cet itinéraire est parfait pour les longues balades dominicales. Sur vot;Adultes, Familles, Randonneurs
5822;Jumpilou;activity;schema:AmusementPark, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, ThemePark;A 10 minutes du Havre, Jumpilou est une aire de jeux de plus de 1200 m² pour les enfants de 1 à 12 ans avec différents paysages (jungle, savane, toboggan géant, dune et monde aquatique). A 10 minutes du Havre, Jumpilou est une aire de jeux de plus de 1200 m² pour les enfants de 1 à 12 ans avec diffé;Adultes, Enfants, Familles
5829;Port de Plaisance de Fécamp;activity;Marina, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;A deux heures de Paris, au cœur de la ville, le port de plaisance de Fécamp situé sur la côte d'Albâtre vous offre un cadre nautique exceptionnel à quelques minutes d'Étretat. Comprenant le port de plaisance, le port de commerce et le port de... A deux heures de Paris, au cœur de la ville, le port d;Adultes, Familles
5831;Gare de Morgny-la-Pommeraye;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
5842;Casino de Veulettes-sur-Mer;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Black Jack, roulette anglaise et black jack électronique, texas hold'em poker et 60 machines à sous. Ouvert dès 10h. Bar et restaurant. Black Jack, roulette anglaise et black jack électronique, texas hold'em poker et 60 machines à sous. Ouvert dès 10h. Bar et restaurant.;Adultes
5844;La Côte d’Orimont;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Ce circuit de 12,2 km (dont 7,1 km sur chemin) traverse des hameaux au patrimoine étonnant (châteaux, chaumières...) en passant par les côtes et les chemins du plateau. Ce circuit de 12,2 km (dont 7,1 km sur chemin) traverse des hameaux au patrimoine étonnant (châteaux, chaumières...) en passant par;Adultes, Familles, Randonneurs
5845;Caux Seine Normandie tourisme - Abbaye du Valasse;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;"nan Siège opérationnel de Caux Seine Tourisme. Ne reçoit pas de public. Le point info de l'Abbaye se situe au Salon de Thé "" La Laiterie"" au rez-de-chaussée de l'Abbaye. C’est au cœur du cadre prestigieux de l’Abbaye du Valasse que l’équipe de Caux Seine Normandie Tourisme déploie son énergie et son";Adultes, Familles
5868;Office de tourisme Terroir de Caux - bureau de Quiberville;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan L’Office de Tourisme terroir de Caux vous accueille toute l'année, côté campagne à Auffay et côté plage à Quiberville-sur-Mer. Vous découvrirez une région riche en diversité avec son patrimoine chargé d'histoires, ses villages, ses jardins, ses nombreux chemins de randonnées et ses produits du t;Adultes, Familles, Randonneurs
5869;Les Explorateurs;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Les Explorateurs c'est un bar et une salle de loisirs en réalité virtuelle répartie sur 250m² dans l’hyper centre de Rouen, un cadre unique mélangeant décoration industriel abandonnée et nature. Au rez de chaussée un bar où sont organisées des... Les Explorateurs c'est un bar et une salle de loisirs;Adultes, Familles
5878;Boucle VTT de Caudebec-en-Caux;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Un itinéraire de randonnée aménagé pour les amateurs de VTT et beaux paysages. Pour eux, la Vallée de Seine se dévoile! Un itinéraire de randonnée aménagé pour les amateurs de VTT et beaux paysages. Pour eux, la Vallée de Seine se dévoile!;Adultes, Familles, Randonneurs, Sportifs
5880;Étangs du Camping de la Vallée;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Sur le site du camping de la vallée, profitez des étangs de pêche dans un cadre idyllique. Pêche sans permis, cartes à la demi-journée ou à la journée. Dans ces étangs vous pourrez venir en famille, seul ou entre amis pêcher la carpe, le gardon ou... Sur le site du camping de la vallée, profitez des;Adultes, Enfants, Familles
5885;Héliberté Hélicoptères;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Compagnie aérienne agrée, Héliberté Hélicoptères possède une flotte de 14 hélicoptères permettant de répondre à tous types de demandes : vols touristiques, transferts, vols taxis, groupes, entreprises et particuliers. La satisfaction client est... Compagnie aérienne agrée, Héliberté Hélicoptères pos;Adultes, Groupes
5886;Le Petit Bois de Saint-Laurent à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Ce circuit VTT vous conduira entre plaines, forêts et champs au départ de l'église paroissiale Saint-Laurent.Envie d'une petite pause ? Une aire de pique-nique est disposée au niveau de l'arboretum de la Réserve de la Sittelle, allez y jeter un coup d’œil ! Ce circuit VTT vous conduira entre plaines;Adultes, Sportifs
5888;Escape Game Insolite - Opération CROSSBOW;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Découvrez un jeu inédit et unique à l'intérieur d'un blockhaus de la Seconde Guerre Mondiale. Plongez dans l'histoire en profitant d'une expérience 100% immersive et découvrez le patrimoine militaire historique différemment . En famille, entre amis... Découvrez un jeu inédit et unique à l'intérieur ;Adultes, Familles
5889;La Chouette;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
5894;Office de Tourisme des 4 Rivières en Bray - Bureau de Gournay-en-Bray;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan Toute l'équipe de l'Office de Tourisme des 4 Rivières en Bray vous accueille toute l'année, vous conseille et vous accompagne dans la découverte de son territoire : les 4 Rivières, un grand bol d’air dans le Pays de Bray! Son histoire, son patrimoine & sa nature rythmeront vos escapades. Dépayse;Adultes, Familles
5897;Gare de Saint-Aubin-sur-Scie;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
5900;Héli Évènements;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;"Compagnie aérienne d’Hélicoptère ""Rouen - Deauville - Caen"" Réactivité, qualité et sécurité sont nos maîtres-mots! Spécialiste de la région Normande depuis 2004, nous vous proposons une offre touristique variée, avec des circuits partant à la... Compagnie aérienne d’Hélicoptère ""Rouen - Deauville - ";Adultes
5904;Le Goulet;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cet itinéraire vous plongera dans la forêt d’Eawy et vous emmènera à la découverte des hameaux de la commune des Grandes-Ventes. Il sera possible en fonction des saisons d’apercevoir à proximité de la route forestière du « Four Coffard » un élevage de bisons et de cerfs. Cet itinéraire vous plongera;Adultes, Enfants, Familles, Randonneurs
5910;TOROPARK Indoor;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Avec un équipement LASERTAG dernière génération, le TOROPARK Indoor a le plaisir de vous proposer des parties de folie, à travers une arène de 800m² sur 2 étages. Défendez votre base ! Capturez les drapeaux et éliminez les joueurs adverses . Posez... Avec un équipement LASERTAG dernière génération, ;Adolescents, Adultes, Familles
5917;Autour de Bully;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette randonnée porte bien son nom, chaussures aux pieds vous voilà invités à découvrir le village de Bully, en plein Pays de Bray. C’est parti pour une balade durant 1h30 entre plaines et chemins creux. Au départ de l’église, suivez le balisage qui vous emmène sur les hauteurs de Bully. N’hésitez p;Adultes, Débutants, Enfants, Familles, Randonneurs
5920;Parcours dans les arbres - Base de loisirs de Jumièges-Le Mesnil;activity;ActivityProvider, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Venez profiter du parcours dans les arbres qui comprend : le parcours filets et les 2 parcours accrobranche pour les enfants. Le parcours filet compte 7 plateformes suspendus dans les arbres ! Cette activité est très appréciée par les petits (à... Venez profiter du parcours dans les arbres qui compr;Adultes, Enfants, Familles
5923;Autour du Château de Galleville;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;"Cette boucle balisée vous invite à découvrir les environs de Doudeville, la ""Capitale du lin"" et trois de ses hameaux. Sur votre route vous pourrez admirer l'incontournable Château de Galleville avec son parc et ses dépendances. En période de floraison, contemplez la magnifique teinte bleutée des ch";Adultes, Familles, Randonneurs
5924;Montigny à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Idéale pour une balade en famille, cette boucle rurale de 6,5 km n’est pas prête de vous décevoir ! Un voyage au cœur de la vallée de la Scie, entre le vieux bois de Montigny et les champs typiques du Pays de Caux, où le temps est comme suspendu. Vous ne pourrez qu’être séduit par cette belle rando ;Adultes, Familles, Randonneurs, Sportifs
5929;Espace Aventures Normandie;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Espace Aventures vous propose des parcours aventures accessibles à tous. A partir de 2 ans, grâce au système de ligne de vie continue, vous êtes en sécurité du début à la fin du parcours. Venez découvrir nos 2 nouvelles activités le laser game... Espace Aventures vous propose des parcours aventures ;Adolescents, Adultes, Enfants, Familles
5938;Office de tourisme de la Côte d'Albâtre - Bureau de Saint-Valery-en-Caux;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan L'Office de Tourisme de la Côte d'Albâtre vous accueille dans ses bureaux d'accueil permanents et bureaux d'accueil saisonniers pour vous informer sur les attraits touristiques de son territoire riche et varié et vous conseille dans votre découverte de la Seine-Maritime. L’Office de Tourisme met;Adultes, Familles
5941;Circuit le Petit Essart;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Une vraie échappée verte au cœur de la forêt et à deux pas de Rouen ! C’est possible avec ce circuit de 6 kilomètres, au départ de Grand-Couronne. Vous pensiez tout connaître de la Forêt Domaniale de La Londe-Rouvray ?! Laissez-nous vous prouver le contraire avec cette randonnée ! C’est parti pour u;Adultes, Enfants, Familles, Randonneurs
5943;Maison de la rando et du trail - Caux Seine Normandie tourisme;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan A la Maison de la rando et du trail, vous serez conseillés sur les les activités à faire durant votre séjour, les lieux à visiter, les restaurants, les hébergements, les transports sur place selon vos intérêts. Le bureau est labellisé toutourisme, vos chiens sont donc les bienvenus et pourront s;Adultes, Familles, Randonneurs
5945;Sur les pas de Jehan le Povremoyne à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Retrouvez les chemins et le patrimoine qui ont inspiré cet écrivain cauchois natif de Robertot. Retrouvez les chemins et le patrimoine qui ont inspiré cet écrivain cauchois natif de Robertot.;Adultes, Sportifs
5947;Ferme équestre l'Écrin de Capucine;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Centre de tourisme équestre et d'équitation éthologique. Balades et randonnées proposées chaque jour de l'enfant (à partir de 3 ans) à l'adulte, du débutant au cavalier confirmé. Chevaux montés sans mor et sans fer, ils vivent en troupeau dans de... Centre de tourisme équestre et d'équitation étholo;Adultes, Débutants, Enfants, Familles, Randonneurs
5957;Chemin des Perets;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Un agréable parcours accessible à tous au départ de Neuf-Marché, qui vous fera découvrir les ruines d'un château fort du XIIème siècle, inscrites aux sites pittoresques du Département de la Seine-Maritime. Une randonnée paisible pour petits et grands ! Un agréable parcours accessible à tous au dépar;Adultes, Enfants, Familles, Randonneurs
5977;Les petits bois à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au départ de l'église de Bouchevilliers, cette petite boucle familiale passe par les bois et la cuesta. Eglise, manoirs... Vous découvrirez au fil de votre balade le patrimoine bâti du village. Au départ de l'église de Bouchevilliers, cette petite boucle familiale passe par les bois et la cuesta. Eg;Adultes, Familles, Randonneurs, Sportifs
5996;Les Écuries de Grâce;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;A Saint-Pierre-Bénouville venez découvrir les Ecuries de Grâce un centre équestre qui saura contenter les grands comme les petits grâce à des randonnées, des balades ou encore des stages de poney pendant les vacances scolaires. C'est également un... A Saint-Pierre-Bénouville venez découvrir les Ecur;Adultes, Enfants, Familles, Randonneurs
5997;Parc du Bocasse;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;En plein cœur de la Normandie, le Parc du Bocasse vous propose des attractions incroyables pour toute la famille ! Des attractions à sensations fortes aux manèges et activités pour enfants, en passant par des découvertes féériques et des... En plein cœur de la Normandie, le Parc du Bocasse vous prop;Adultes, Enfants, Familles
6014;Le Chemin du Panorama;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ du centre-ville de Duclair, un chemin vous emmène jusqu'à un panorama aménagé, d'où vous pourrez observer le va-et-vient du bac qui relie les deux rives du fleuve. Puis vous poursuivrez la balade sur un sentier bucolique avant de rejoindre les quais de Seine. Au départ du centre-ville de D;Adultes, Familles, Randonneurs
6033;BigJim Event;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;BigJim, c’est avant tout un amoureux des sports mécaniques, désireux de partager son enthousiasme et son expertise avec le plus grand nombre. Son objectif n’est pas seulement de performer, mais de donner envie à chacun de s’essayer à de nouvelles... BigJim, c’est avant tout un amoureux des sports mé;Adultes, Familles
6051;Espace 360 Rouen;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé à 15 minutes de Rouen, à Tourville-La-Rivière, Espace 360 vous propose des activités pour tous à partager en famille ou entre amis : le trampoline park avec 2000 m² d'aire de jeux, le bowling de 16 pistes avec un écran géant de 80 m², le... Situé à 15 minutes de Rouen, à Tourville-La-Rivière, ;Adultes, Familles
6054;Piscine intercommunale des Trois Rivières;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;La piscine intercommunale des Trois Rivières s'inscrit dans un cadre agréable et reposant. Son architecture couverte/découverte lui permet de fonctionner durant une longue période de l'année. Cours de natation adulte et enfant, aquagym, aquapalm,... La piscine intercommunale des Trois Rivières s'ins;Adultes, Enfants, Familles
6056;Activités sportives du Domaine de Forges;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Bouger, cultiver votre forme et retrouver des sensations. Petits ou grands, venez découvrir ou pratiquer à votre guise sur une demi-journée différentes activités sportives et de détente au Domaine de Forges : piscine, fitness, hammam, jacuzzi,... Bouger, cultiver votre forme et retrouver des sensati;Adultes
6066;Un Vent de Liberté;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Voilà un circuit qui porte très bien son nom ! Avis aux sportifs amateurs de randonnée, ce circuit est fait pour vous. C’est parti pour une belle boucle à pied qui ne vous laissera pas de marbre. Voilà un circuit qui porte très bien son nom ! Avis aux sportifs amateurs de randonnée, ce circuit est f;Adultes, Familles, Randonneurs, Sportifs
6071;Société des Régates du Havre;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Différentes activités vous sont proposées par l'école de voile de la Société des Régates du Havre de septembre à juin : le jardin des Mers (pour les 4-6 ans), de l'initiation et du perfectionnement sur Optimist (à partir de 8 ans), en dériveur... Différentes activités vous sont proposées par l'école;Adultes, Débutants, Familles
6075;Bracquemont - Piste des Faisans à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Voici une randonnée idéale pour les adeptes de VTT. En partant, découvrez un petit village typique de la Vallée de la Saâne où le cours d'eau rythme la vie des habitants, puis pédalez à travers le bois de Bracquemont. Le long de votre randonnée VTT, prenez le temps de vous arrêter auprès des panneau;Adultes, Randonneurs, Sportifs
6104;Centre Aquatique Eurocéane;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;La piscine de Mont Saint Aignan, Eurocéane, vous offre un espace dédié à votre vitalité : sauna, hammam, jacuzzi, de nouveaux bassins ludiques intérieurs et extérieurs ainsi qu'un espace forme pour la musculation. Encadrés par des professionnels... La piscine de Mont Saint Aignan, Eurocéane, vous of;Adultes, Enfants, Familles
6106;Gare d'Auffay;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
6108;Gare de Blangy-sur-Bresle;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
6121;Les Etangs à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Une courte balade équestre au départ de l'aire de pique-nique des Etangs de Normandeuse, pour les novices d'équitation, comme pour les personnes confirmées. La première moitié du circuit se déroule au fil de l'eau, entre les eaux calmes des étangs et les eaux parfois plus tumultueuses de la Bresle. ;Adultes, Enfants, Familles, Randonneurs
6132;Air Libre Parachutisme;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Que vous soyez débutants ou confirmés, le centre de parachutisme de Dieppe vous propose des baptêmes en parachute, des cours et des stages de parachutisme. Que vous soyez débutants ou confirmés, le centre de parachutisme de Dieppe vous propose des baptêmes en parachute, des cours et des stages de pa;Adultes, Débutants
6136;La Tour Lanterne;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au fil de ce circuit, vous cheminerez dans la plaine d’Angerville avant de remonter la vallée de la Valmont. Pourquoi ne pas improviser un pique-nique bucolique autour des étangs de Colleville ? Au fil de ce circuit, vous cheminerez dans la plaine d’Angerville avant de remonter la vallée de la Valmo;Adultes, Familles, Randonneurs
6140;Aéroclub de Gravenchon;activity;schema:Airport, Airport, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Transport;Situé sur l'aérodrome de Saint-Romain-de-Colbosc, l'Aéro-Club de Gravenchon vous propose de nombreuses activités : - Des vols en ULM et en avion pour le plaisir - Des formations en ULM (formation ULM multiaxe ) et en avion (brevet de pilote Avion,... Situé sur l'aérodrome de Saint-Romain-de-Colbosc,;Adultes, Débutants, Familles
6152;La Chevauchée en Vallée de Seine;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Cet itinéraire bucolique et pittoresque est un vrai dépaysement pour les cavaliers! Saisissant de simplicité et de beauté, il vous emmènera le long des méandres de la Seine, bordés de forêts millénaires et de prestigieuses abbayes. Une invitation à la découverte d'espaces naturels uniques, au cœur d;Adultes, Enfants, Randonneurs
6165;Gare de Barentin;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
6169;Les Vallons à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Cette boucle vous permettra de profiter de toute la beauté de la forêt. Cette courte promenade est idéale pour un après-midi en famille. Cette boucle vous permettra de profiter de toute la beauté de la forêt. Cette courte promenade est idéale pour un après-midi en famille.;Adultes, Enfants, Familles
6172;Le Chevreuil;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;"Allez à la découverte de la Forêt de Lyons, une des plus belles hêtraies d'Europe. Là, vous aurez la possibilité de faire une pause au ""Carrefour du Chevreuil"". Allez à la découverte de la Forêt de Lyons, une des plus belles hêtraies d'Europe. Là, vous aurez la possibilité de faire une pause au ""Car";Adultes, Familles, Randonneurs
6174;Sensas Le Havre;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;SENSAS est un divertissement ludo-éducatif qui plonge les participants dans une réalité qu’ils n’arrivent pas à facilement concevoir : le quotidien d’une personne avec un sens déficient, et principalement la vue. En outre, quand on est privé de la... SENSAS est un divertissement ludo-éducatif qui pl;Enfants, Familles, Groupes scolaires
6182;Ferme équestre de Beaufresne;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Notre région, c'est la Haute-Normandie, aux confins du Pays de Bray et de la Picardie. Beaufresne est facilement accessible à partir des grandes villes de la région : à 1h de Rouen, 45 mn d'Amiens ou de Beauvais et à moins d'1h30 de Paris. Un... Notre région, c'est la Haute-Normandie, aux confins du;Adultes, Débutants, Enfants, Familles
6187;Le Marais du Trait;activity;olo:OrderedList, EducationalTrail, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Tour, WalkingTour;Le Marais du Trait, un site naturel à découvrir ! Le Marais du Trait, un site naturel à découvrir !;Adultes, Enfants, Familles, Groupes scolaires, Randonneurs
6189;Gomare;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Cet itinéraire balisé vous offre des paysages variés : forêt d'Eu, chemins de traverse entourés de haies vives. À Sept-Meules, point de vue sur la vallée de l'Yères et ses côteaux calcaires, églises, moulin avec sa roue à aube toujours en état de marche. Cet itinéraire balisé vous offre des paysages;Adultes, Enfants
6199;La Côte d’Orimont à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Ce circuit de 12,2 km (dont 7,1 km sur chemin) traverse des hameaux au patrimoine étonnant (châteaux, chaumières...) en passant par les côtes et les chemins du plateau. Ce circuit de 12,2 km (dont 7,1 km sur chemin) traverse des hameaux au patrimoine étonnant (châteaux, chaumières...) en passant par;Adultes, Enfants
6207;Des Glycines à la Porte Noire à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Cette promenade à cheval saura ravir les experts et confirmés. Pendant deux heures, venez découvrir le territoire du Lin marqué par l'industrie des décennies passées. Empruntez le GR210 dit du Chasse marée, vous suivrez la rivière pour rejoindre Crosville-sur-Scie et son ancienne linerie devenue auj;Adultes, Enfants, Familles
6218;Autour de Neufchâtel à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au départ de l'ancienne gare, c'est parti pour un moment d'efforts sur les hauteurs de Neufchâtel-en-Bray, avant de rejoindre l'Avenue Verte London-Paris au niveau du PN73 à Neuville-Ferrières. Besoin d'une pause ? Profitez de l'aire de repos et du jardins des sens aménagés par la commune le long de;Adultes, Familles, Sportifs
6220;Gomare;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cet itinéraire balisé vous offre des paysages variés : forêt d'Eu, chemins de traverse entourés de haies vives. À Sept-Meules, point de vue sur la vallée de l'Yères et ses côteaux calcaires, églises, moulin avec sa roue à aube toujours en état de marche. Cet itinéraire balisé vous offre des paysages;Adultes, Familles, Randonneurs
6234;Au cœur d'Arelaune;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Une belle boucle qui emmène les cavaliers et leurs montures en plein cœur de la forêt domaniale de Brotonne, anciennement nommée forêt d'Arelaune. Pour les amoureux de la nature, c'est un superbe moyen de découvrir ou de redécouvrir cette forêt royale et sa biodiversité.N'hésitez pas à contacter l'O;Adultes, Enfants, Familles
6245;La bonde;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;En plein coeur du Pays de Bray et de l'Avenue Verte London-Paris, découvrez cette boucle vélo de 32 km qui vous fera découvrir les paysages à couper le souffre de la boutonnière. En plein coeur du Pays de Bray et de l'Avenue Verte London-Paris, découvrez cette boucle vélo de 32 km qui vous fera déco;Adultes, Sportifs
6268;Piscine du Cours de la République;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;La piscine du Cours de la République est équipée d'un bassin de natation de 25 m, d'un bassin d'apprentissage, et d'une cafétéria. Des cours de natation, aquagym et aquabike vous sont proposées. La piscine du Cours de la République est équipée d'un bassin de natation de 25 m, d'un bassin d'apprentis;Adultes, Enfants, Familles
6278;Dieppe Scène Nationale;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;DSN-Dieppe Scène Nationale est un lieu de diffusion et de soutien à la création du spectacle vivant, proposant par saison plus de 40 spectacles pluridisciplinaires pour petits et grands (théâtre, danse, cirque, musique). DSN c'est aussi une salle de... DSN-Dieppe Scène Nationale est un lieu de diffu;Adultes, Enfants, Familles
6284;La Forêt du Hellet;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Coup de cœur pour cette agréable boucle de randonnée en partie ombragée par les arbres majestueux de la forêt du Hellet, au nord de la commune de Mesnières-en-Bray. Voici une boucle de randonnée que nous vous conseillons vivement pour la variété de paysages qu'elle offre. A l'ambiance confinée de la;Adultes, Familles, Randonneurs
6287;Golf de Dieppe Pourville Normandie;activity;schema:GolfCourse, GolfCourse, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé en haut de la falaise, le Golf de Dieppe Pourville procurera du plaisir à tous. Après une dernière vue sur la mer le long du trou n°16, le club-house, à l'architecture anglo-normande, et son bar restaurant vous accueilleront dans une ambiance... Situé en haut de la falaise, le Golf de Dieppe P;Adultes
6299;Plage -Baignade  Les Petites Dalles;activity;schema:CivicStructure, PlaceOfInterest, PlayArea, PointOfInterest, SportsAndLeisurePlace;De magnifiques villas fin 19ème font le charme de ce pittoresque petit hameau niché au creux des falaises. Sur la plage, les cabines blanches longent la jetée. De magnifiques villas fin 19ème font le charme de ce pittoresque petit hameau niché au creux des falaises. Sur la plage, les cabines blanche;Enfants, Familles
6306;Sur le chemin de l'école;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au cours de cette boucle de randonnée, vous pourrez y admirer de charmants villages typiques du Pays de Caux dont Gonzeville, réputé pour son patrimoine bâti et naturel et son école d'autrefois. Chaque localité a conservé son patrimoine qu'il soit religieux, naturel ou domestique. Enfin, les vastes ;Adultes, Randonneurs, Sportifs
6309;Le Marais de Boscherville;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au cœur du Parc Naturel Régional des Boucles de la Seine Normande, l'abbaye Saint Georges de Boscherville (XIIème siècle) domine le village. Dans la première partie du circuit vous rencontrerez un élevage de vaches highlands avant de rejoindre le chemin de halage. La randonnée se poursuit ensuite en;Adultes, Familles, Randonneurs
