id_poi;Nom;Categorie;Ville;CP;Rue;Verdict_initial;Adresse_GPS;lat_old;lon_old;lat_new;lon_new;adresse_geocodee;strategie_utilisee;correction_status
;Camping de l'Étang;accommodation;incheville;76117;rue mozart;A VERIFIER Ville|CP;camping municipal de l'étang, impasse des moulins à foulon, beauchamps, abbeville, somme, hauts-de-france, france métropolitaine, 76117, france;50.0107724;1.51005831;50.6376003;2.3007258;Camping De l'Étang, 20, Rue du Stade, Mametz, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62120, France;nom+cp;✅CORRIGE
;Gîtes de France® - Chez Sarah et Manel;accommodation;forges-les-eaux;76440;19, rue des docteurs cissevil;PARFAIT Ville+CP+Rue;21, rue des docteurs cisseville, forges-les-eaux, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.6118;1.5463399;49.6118;1.5463399;;;✅✅CONSERVE_PARFAIT
;Centre de rééducation des Jonquilles;shop;gainneville;76700;74 rue de la libération;OK Ville+CP;rue du 11 novembre 1918, gainneville, le havre, seine-maritime, normandie, france métropolitaine, 76700, france;49.5167583;0.2523446;49.5175627;0.2518524;74, Rue de la Libération, Gainneville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76700, France;adresse_seule;✅CORRIGE
;Boutique Brasserie La Godène;shop;terres-de-caux;76640;872 route des 3 fermes;OK Ville+CP;rue des trois fermes, les trois fermes, bennetot, terres-de-caux, le havre, seine-maritime, normandie, france métropolitaine, 76640, france;49.6759217;0.54678341;49.6759217;0.54678341;;;PAS_TROUVE
;Des Glycines à la Porte Noire à cheval;activity;longueville-sur-scie;76590;;OK Ville+CP;rue guynemer, longueville-sur-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76590, france;49.7919239;1.10938397;49.7919239;1.10938397;;;PAS_TROUVE
;Villa Suzanne - Vue sur le Port;accommodation;le tréport;76470;2ème étage vue sur le port;PARFAIT Ville+CP+Rue;rampe des gobelins, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.0603145;1.3712618;50.0603145;1.3712618;;;✅✅CONSERVE_PARFAIT
;Escape game Le Havre - Panda Motion;other;cuverville;76280;225 route du moulin;PARFAIT Ville+CP+Rue;225, rue du moulin, cuverville, le havre, seine-maritime, normandie, france métropolitaine, 76280, france;49.665353;0.256491;49.665353;0.256491;;;✅✅CONSERVE_PARFAIT
;Aire de stationnement et de service du Camping de l'Orival;accommodation;les grandes-ventes;76950;885 rue d'orival;PARFAIT Ville+CP+Rue;camping de l'orival, 885, rue d'orival, hameau des hotelets, les grandes-ventes, dieppe, seine-maritime, normandie, france métropolitaine, 76950, france;49.79461;1.21757523;49.79461;1.21757523;;;✅✅CONSERVE_PARFAIT
;"Spectacle Cabaret ""¡ Ay Karamba show !""";event;montville;76710;salle jean-loup chrétien;OK Ville+CP;chemin du petit cardonville, cardonville, montville, rouen, seine-maritime, normandie, france métropolitaine, 76710, france;49.5483376;1.0903546;49.5485363;1.0711672;Salle Jean-Loup Chrétien, Sente d'Eslettes, Montville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76710, France;adresse_seule;✅CORRIGE
;Journées du Patrimoine : Ville d'Etalondes;event;étalondes;76260;;OK Ville+CP;rue du village, étalondes, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0295532;1.38598684;50.0295532;1.38598684;;;PAS_TROUVE
;Visite sensorielle – Visite découverte du Palais archiépiscopal;event;rouen;76000;7 rue saint romain;OK Ville+CP;paul marius, 38, rue saint-romain, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4402682;1.0961816;49.4404712;1.0958639;Historial Jeanne d'Arc, 7, Rue Saint-Romain, Vieux-Marché-Cathédrale, Quartier Vieux-Marché Cathédrale, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76000, France;adresse_seule;✅CORRIGE
;Musée-Maison Henri IV;culture;saint-valery-en-caux;76460;3 bis quai de la batellerie;PARFAIT Ville+CP+Rue;4, quai du havre, la grande route, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.8689774;0.71067005;49.8689774;0.71067005;;;✅✅CONSERVE_PARFAIT
;[Visite guidée] À la découverte du Pollet;event;dieppe;76200;rdv devant l'office de tourisme;OK Ville+CP;40, grande rue du pollet, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9275109;1.0878759;49.9275109;1.0878759;;;PAS_TROUVE
;Repas choucroute;event;saint-maclou-de-folleville;76890;cité val de scie;PARFAIT Ville+CP+Rue;rue du val de scie, lotissement val de scie, saint-maclou-de-folleville, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.6807313;1.10555786;49.6807313;1.10555786;;;✅✅CONSERVE_PARFAIT
;Adorable Cocon;accommodation;angerville-la-martel;76540;300 lieu-dit ypreville;OK Ville+CP;route d'ypreville, ypreville, angerville-la-martel, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.7686;0.48808;49.7686;0.48808;;;PAS_TROUVE
;Autour de Neufchâtel à VTT;activity;neufchâtel-en-bray;76270;;OK Ville+CP;avenue verte du pays de bray, parc de l'alouette, neufchâtel-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76270, france;49.7333673;1.43571119;49.7333673;1.43571119;;;PAS_TROUVE
;Atelier Tissage à la Ceinture;event;saint-pierre-le-viger;76740;191 route de veules;PARFAIT Ville+CP+Rue;191, route de la vallée, saint-pierre-le-viger, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.825583;0.849337;49.825583;0.849337;;;✅✅CONSERVE_PARFAIT
;Gomare;activity;melleville;76260;;OK Ville+CP;place de l'avenir, melleville, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;49.956621;1.473188;49.956621;1.473188;;;PAS_TROUVE
;Championnat de Seine-Maritime BMX FFC;event;le tréport;76470;parc sainte croix;OK Ville+CP;route de dieppe, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.056881;1.3732369;50.0532525;1.3977719;Parc Sainte-Croix, Route du Tréport, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Le P'tit Veulais;food;veules-les-roses;76980;1 rue du docteur girard;OK Ville+CP;10 bis, rue du docteur pierre girard, veules-les-roses, dieppe, seine-maritime, normandie, france métropolitaine, 76980, france;49.8738131;0.79845865;49.8742533;0.7980404;Le P'tit Veulais, 1, Rue du Docteur Pierre Girard, Veules-les-Roses, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76980, France;adresse_seule;✅CORRIGE
;Théâtre : Enquête à Pen-arcouet;event;le havre;76600;7 rue du général sarrail;PARFAIT Ville+CP+Rue;7, rue du général sarrail, anatole france, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4930015;0.1199819;49.4930015;0.1199819;;;✅✅CONSERVE_PARFAIT
;Fête de la Danse;event;rouen;76000;;OK Ville+CP;rue jeanne d'arc, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.44014;1.0894;49.44014;1.0894;;;PAS_TROUVE
;Les Bulles !! Etc;shop;eu;76260;28 rue paul bignon;OK Ville+CP;l'encre marine, 19, rue paul bignon, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.04767;1.41903;50.0470857;1.4189189;Rue Paul Bignon, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;[Musique] MPL;event;dieppe;76200;/ 1 boulevard berigny;OK Ville+CP;dieppe scène nationale (dsn), quai bérigny, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.922838;1.081005;49.922838;1.081005;;;PAS_TROUVE
;Soirée concerts;event;yvetot;76190;49 rue de l'étang;OK Ville+CP;mairie d'yvetot - rue de l'étang - salle du vieux moulin, rue du vieux moulin, yvetot, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.6166091;0.7635735;49.616364;0.762875;49, Rue de l'Étang, Yvetot, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76190, France;adresse_seule;✅CORRIGE
;Le Pin 2;accommodation;paluel;76450;70 route de veulettes;PARFAIT Ville+CP+Rue;70, route de veulettes, paluel, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.8329361;0.6281196;49.8329361;0.6281196;;;✅✅CONSERVE_PARFAIT
;Visite guidée - Eu : Mille ans d'Histoire;event;eu;76260;bureau d'accueil touristique de la ville d'eu;OK Ville+CP;place guillaume le conquérant, rue jean duhornay, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0485671;1.41908166;50.0485671;1.41908166;;;PAS_TROUVE
;Atelier jeux de société Oh Croco;event;val-de-scie;76720;6 place de la république;OK Ville+CP;oh ! croco, rue narcisse dufour, auffay, val-de-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76720, france;49.717595;1.099327;49.7174954;1.0994866;Place de la République, Auffay, Val-de-Scie, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76720, France;adresse_seule;✅CORRIGE
;Le Marché aux Chevaux;food;gournay-en-bray;76220;9 esplanade de l'église;OK Ville+CP;esplanade de l'église, saint-clair, gournay-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76220, france;49.4834769;1.728135;49.4832194;1.7286761;Esplanade de l'Église, Saint-Clair, Gournay-en-Bray, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76220, France;adresse_seule;✅CORRIGE
;Atelier philo : Incarner le mouvement;event;le havre;76600;8 place oscar niemeyer;OK Ville+CP;la main, place oscar niemeyer, porte océane, les gobelins, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4904989;0.1069792;49.4901205;0.1062624;La Colombe, 8, Place Oscar Niemeyer, Les Gobelins, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;Balade commentée : Yvetot et l'histoire textile;event;yvetot;76190;8 place du maréchal joffre;PARFAIT Ville+CP+Rue;8, place du maréchal joffre, yvetot, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.6173244;0.7549866;49.6173244;0.7549866;;;✅✅CONSERVE_PARFAIT
;Au cœur d'Arelaune;activity;vatteville-la-rue;76940;;OK Ville+CP;route forestière de la mare à la chèvre, vatteville-la-rue, rouen, seine-maritime, normandie, france métropolitaine, 76940, france;49.4228115;0.67947049;49.4228115;0.67947049;;;PAS_TROUVE
;Conférence – Débat sur le renard;event;allouville-bellefosse;76190;12 rue du musée;OK Ville+CP;centre de sauvegarde c.h.e.n.e., rue du musée, allouville-bellefosse, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.58273;0.66366;49.583108;0.6644206;C.H.E.N.E. - Musée de la Nature, 12, Rue du Musée, Allouville-Bellefosse, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76190, France;adresse_seule;✅CORRIGE
;La chorale s'amuse;event;criel-sur-mer;76910;45 rue du parc;OK Ville+CP;4, rue du parc, criel plage, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.0227008;1.315837;50.0227227;1.3151911;Rue du Parc, Criel Plage, Criel-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76910, France;adresse_seule;✅CORRIGE
;Maison ASTRID;accommodation;le tréport;76470;45 rue gambetta;OK Ville+CP;rue gambetta, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.06064;1.36933;50.0608158;1.3697922;Rue Gambetta, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76470, France;adresse_seule;✅CORRIGE
;Gîtes de France® - La Grange de Nelly;accommodation;ingouville;76460;7 bis, rue la grand'mare;PARFAIT Ville+CP+Rue;7 bis, rue de la grand mare, ingouville, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.8399444;0.68330556;49.8399444;0.68330556;;;✅✅CONSERVE_PARFAIT
;Nuit Blanche;event;rouen;76000;esplanade marcel duchamp;PARFAIT Ville+CP+Rue;esplanade marcel duchamp, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.44481;1.09403;49.44481;1.09403;;;✅✅CONSERVE_PARFAIT
;Gîtes de France® - La Charretterie;accommodation;pleine-sève;76460;32, rue de la charretterie;OK Ville+CP;3, rue de la charreterie, pleine-sève, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.8176416;0.75769167;49.8176416;0.75769167;;;PAS_TROUVE
;Domaine de Bois-Héroult avec son château, son parc, son Grand Commun, son Colombier;culture;bois-héroult;76750;400 rue du château du bois-héroult;OK Ville+CP;rue du château, bois-héroult, rouen, seine-maritime, normandie, france métropolitaine, 76750, france;49.563788;1.40758;49.563788;1.40758;;;PAS_TROUVE
;Randonnée équestre : Les Etangs du Bois du Parc à Notre Dame de Gravenchon;event;beuzevillette;76210;1361 route du feugrès;OK Ville+CP;beuzevillette, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.57903;0.56384;49.5741596;0.5520719;Route du Feugres, Beuzevillette, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76210, France;adresse_seule;✅CORRIGE
;Circuit des étangs;nature;eu;76260;;OK Ville+CP;d 1915, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.04887;1.419597;50.04887;1.419597;;;PAS_TROUVE
;Gîtes de France® - Le Petit Cocon;accommodation;gerville;76790;14, rue du chant des oiseaux;PARFAIT Ville+CP+Rue;rue du chant des oiseaux, mare sanseuze, gerville, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.6963888;0.31975;49.6963888;0.31975;;;✅✅CONSERVE_PARFAIT
;La bonde;activity;neuville-ferrières;76270;;OK Ville+CP;place de la mairie, neuville-ferrières, dieppe, seine-maritime, normandie, france métropolitaine, 76270, france;49.7109552;1.45715148;49.7109552;1.45715148;;;PAS_TROUVE
;Marché traditionnel;event;veules-les-roses;76980;rue victor hugo;PARFAIT Ville+CP+Rue;54, rue victor hugo, veules-les-roses, dieppe, seine-maritime, normandie, france métropolitaine, 76980, france;49.8742736;0.79798405;49.8742736;0.79798405;;;✅✅CONSERVE_PARFAIT
;Musée de la Résistance et de la Déportation;culture;forges-les-eaux;76440;rue du maréchal leclerc;PARFAIT Ville+CP+Rue;rue du maréchal leclerc, forges-les-eaux, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.6129932;1.54742469;49.6129932;1.54742469;;;✅✅CONSERVE_PARFAIT
;La Minouchette;accommodation;étretat;76790;23q rue abbé cochet;PARFAIT Ville+CP+Rue;le jade, 9, rue de l'abbé cochet, sous la chapelle, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.70876;0.20455;49.70876;0.20455;;;✅✅CONSERVE_PARFAIT
;Bistrot du Tendos;food;fontaine-le-bourg;76690;2350 route de tendos;OK Ville+CP;route de tendos, petit tendos, fontaine-le-bourg, rouen, seine-maritime, normandie, france métropolitaine, 76690, france;49.55943;1.14168;49.561503;1.1262483;El Rancho Grande, 2350, Route de Tendos, Fontaine-le-Bourg, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France;adresse_seule;✅CORRIGE
;"Le Coin des Aromates - Chambre ""Angélique""";accommodation;octeville-sur-mer;76930;2 chemin des greens;PARFAIT Ville+CP+Rue;2, chemin des greens, saint-supplix, saint-barthélémy, octeville-sur-mer, le havre, seine-maritime, normandie, france métropolitaine, 76930, france;49.56444;0.12811;49.56444;0.12811;;;✅✅CONSERVE_PARFAIT
;Marché traditionnel;event;cany-barville;76450;place robert gabel - champ de foire;PARFAIT Ville+CP+Rue;place robert gabel, les criquets, cany-barville, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.7871911;0.63861211;49.7871911;0.63861211;;;✅✅CONSERVE_PARFAIT
;Les Mouettes;accommodation;le tréport;76470;33 rue gambetta;OK Ville+CP;rue gambetta, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.0607707;1.36966819;50.0608158;1.3697922;Rue Gambetta, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76470, France;adresse_seule;✅CORRIGE
;Atelier famille : Cucurbitacées et compagnie;event;le havre;76620;76 rue du fort;OK Ville+CP;rue du fort, sanvic, le havre, seine-maritime, normandie, france métropolitaine, 76620, france;49.5037784;0.0942485;49.5020956;0.0927079;Rue du Fort, Sanvic, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76620, France;adresse_seule;✅CORRIGE
;Brocante;event;étalondes;76260;parking centre e. leclerc etalondes;OK Ville+CP;2 00, rue du briquet, étalondes, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0323159;1.397713;50.0323159;1.397713;;;PAS_TROUVE
;Pathé Grand-Quevilly;culture;le grand-quevilly;76120;26 boulevard pierre brossolette;A VERIFIER Ville|CP;sud iii, le grand-quevilly, rouen, seine-maritime, normandie, france métropolitaine, 76140, france;49.4137311;1.04125466;49.413615;1.0412599;Pathé Grand-Quevilly, 26, Boulevard Pierre Brossolette, Le Grand-Quevilly, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76120, France;adresse_seule;✅CORRIGE
;Xena Floral;shop;elbeuf-en-bray;76220;5 route de forges;OK Ville+CP;route de forges, elbeuf-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76220, france;49.4945361;1.68543433;49.4983517;1.6803377;Route de Forges, Elbeuf-en-Bray, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76220, France;adresse_seule;✅CORRIGE
;Longère en Pays de Caux;accommodation;grainville-la-teinturière;76450;27 rue de la haute rue;PARFAIT Ville+CP+Rue;29, rue de la haute rue, grainville-la-teinturière, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.75288;0.62143;49.75288;0.62143;;;✅✅CONSERVE_PARFAIT
;Apéro Céramique;event;quiberville;76860;335 rue des anémones;PARFAIT Ville+CP+Rue;335, rue des anémones, quiberville-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76860, france;49.9030684;0.9169327;49.9030684;0.9169327;;;✅✅CONSERVE_PARFAIT
;La Cabadienne - Camping les Pommiers;accommodation;saint-léonard;76400;190 rue des pommiers;PARFAIT Ville+CP+Rue;les pommiers, 190, rue des pommiers, saint-léonard, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.70943;0.30912;49.70943;0.30912;;;✅✅CONSERVE_PARFAIT
;La Table de Benoît;food;fécamp;76400;3 place bellet;OK Ville+CP;la mie câline, rue jacques huet, fécamp, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.7574891;0.37785439;49.7575468;0.3779274;La table de Benoît, Place Adolphe Bellet, Fécamp, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France;nom+ville;✅CORRIGE
;Aire Sainte-Croix;accommodation;le tréport;76470;près du camping paradis les boucaniers;OK Ville+CP;4, rue pierre mendès france, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.0577817;1.3881278;50.0577817;1.3881278;;;PAS_TROUVE
;Thé dansant;event;serqueux;76440;1058 route de neufchâtel;OK Ville+CP;route de neufchatel, les fermes du village, serqueux, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.6308917;1.5378908;49.6314389;1.5372584;1058, Route de Neufchatel, Les Fermes du Village, Serqueux, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76440, France;adresse_seule;✅CORRIGE
;Un après-midi à la ferme;event;saint-vaast-dieppedalle;76450;240 impasse d'artemare;PARFAIT Ville+CP+Rue;240, impasse d'artemare, saint-vaast-dieppedalle, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.767861;0.733197;49.767861;0.733197;;;✅✅CONSERVE_PARFAIT
;Caux'té Nuit : Balade pluie d'étoiles filantes;event;vattetot-sous-beaumont;76110;allée de la plaine;PARFAIT Ville+CP+Rue;allée de la plaine, vattetot-sous-beaumont, le havre, seine-maritime, normandie, france métropolitaine, 76110, france;49.6251257;0.44448771;49.6251257;0.44448771;;;✅✅CONSERVE_PARFAIT
;Visite Atelier Roger Douville;event;canville-les-deux-églises;76560;impasse roger douville;PARFAIT Ville+CP+Rue;impasse roger douville, canville-les-deux-églises, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.771;0.84206;49.771;0.84206;;;✅✅CONSERVE_PARFAIT
;Portraits de femmes artisanes au musée industriel vivant EXPOTEC 103;event;rouen;76000;13 rue saint-gilles;OK Ville+CP;rue saint-gilles, quartier du mont gargan, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.438106;1.1335549;49.4389446;1.1340569;Rue Saint-Gilles, Quartier Grieu / Vallon Suisse / Saint-Hilaire, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76000, France;adresse_seule;✅CORRIGE
;[Stage de musique] Au temps de Guillaume de Normandie;event;dieppe;76200;/ 18-20 rue de l'épée;PARFAIT Ville+CP+Rue;18, rue de l'épée, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9265956;1.0762227;49.9265956;1.0762227;;;✅✅CONSERVE_PARFAIT
;Piscine du Cours de la République;activity;le havre;76600;37 cours république;PARFAIT Ville+CP+Rue;37, cours de la république, danton, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4943699;0.12468035;49.4943699;0.12468035;;;✅✅CONSERVE_PARFAIT
;Clinique du Petit Colmoulins;shop;harfleur;76700;rue robert ancel;PARFAIT Ville+CP+Rue;72, rue robert ancel, fleurville, harfleur, le havre, seine-maritime, normandie, france métropolitaine, 76700, france;49.5180724;0.2036921;49.5180724;0.2036921;;;✅✅CONSERVE_PARFAIT
;Le duo de Saint-Eustache-la-Forêt;event;saint-eustache-la-forêt;76210;impasse du cimetière;PARFAIT Ville+CP+Rue;50, impasse du cimetière, saint-eustache-la-forêt, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.55189;0.45246;49.55189;0.45246;;;✅✅CONSERVE_PARFAIT
;Dégustation Fromages & Vins dans une taverne;event;rouen;76000;11 rue saint-amand;PARFAIT Ville+CP+Rue;11 f, rue saint-amand, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4414636;1.096986;49.4414636;1.096986;;;✅✅CONSERVE_PARFAIT
;Collégiale Saint-Michel de Blainville-Crevon;culture;blainville-crevon;76116;route de saint-germain;PARFAIT Ville+CP+Rue;route de saint-germain-les-essourts, crevon, blainville-crevon, rouen, seine-maritime, normandie, france métropolitaine, 76116, france;49.5125081;1.2937542;49.5125081;1.2937542;;;✅✅CONSERVE_PARFAIT
;La petite dame de la chapelle;accommodation;eu;76260;12 rue de la grande mademoiselle;OK Ville+CP;rue de la grande mademoiselle, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.046885;1.420114;50.0468875;1.4195747;Rue de la Grande Mademoiselle, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Stèle du souvenir de l'Halifax LV956;culture;forges-les-eaux;76440;route du flot;OK Ville+CP;avenue verte du pays de bray, forges-les-eaux, la ferté-saint-samson, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.6017669;1.53642469;49.6017669;1.53642469;;;PAS_TROUVE
;La mouche  à miel;shop;biville-la-baignarde;76890;39 route des beteaux;OK Ville+CP;47, route des beteaux, les beteaux, biville-la-baignarde, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.72606;1.04741;49.725961;1.047768;39, Route des Beteaux, Les Beteaux, Biville-la-Baignarde, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76890, France;adresse_seule;✅CORRIGE
;[Festival de bande-dessinées];event;dieppe;76200;/ traverse dollard-ménard (face à l'aguado);OK Ville+CP;boulevard maréchal foch, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9322378;1.0836399;49.9322378;1.0836399;;;PAS_TROUVE
;Les Jacquemarts Normands;accommodation;belmesnil;76590;23 route de la mer;OK Ville+CP;route de la mer, belmesnil, dieppe, seine-maritime, normandie, france métropolitaine, 76590, france;49.76575;1.04869;49.76359;1.0485178;Route de la Mer, Belmesnil, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76590, France;adresse_seule;✅CORRIGE
;Dieppe Scène Nationale;activity;dieppe;76200;quai bérigny;PARFAIT Ville+CP+Rue;médiathèque jean-renoir, quai bérigny, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9230401;1.08083299;49.9230401;1.08083299;;;✅✅CONSERVE_PARFAIT
;La Rêverie - Restaurant;food;le havre;76600;154 boulevard clemenceau;PARFAIT Ville+CP+Rue;la rêverie, 154, boulevard clemenceau, perrey, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.49095;0.09733;49.49095;0.09733;;;✅✅CONSERVE_PARFAIT
;Atelier petite boîte en verre;event;clères;76690;23 rue marchepied de la rivière;OK Ville+CP;impasse du marchepied de la rivière, clères, rouen, seine-maritime, normandie, france métropolitaine, 76690, france;49.59953;1.11099;49.5984567;1.110491;Rue Marchepied de la Rivière, Grand Cordelleville, Clères, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France;adresse_seule;✅CORRIGE
;Le Chêne d'Allouville;culture;allouville-bellefosse;76190;bourg;OK Ville+CP;rue du docteur patenôtre, allouville-bellefosse, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.5963866;0.67641824;49.5980278;0.6781563;Le Bourg, Allouville-Bellefosse, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76190, France;adresse_seule;✅CORRIGE
;Château de Sommesnil;culture;sommesnil;76560;500 avenue du château;OK Ville+CP;avenue du château, sommesnil, dieppe, seine-maritime, normandie, france métropolitaine, 76560, france;49.70681;0.67641;49.7089082;0.6743501;Avenue du Château, Sommesnil, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76560, France;adresse_seule;✅CORRIGE
;Marché traditionnel;event;sotteville-sur-mer;76740;centre village;OK Ville+CP;place de la libération, sotteville-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8817787;0.82976744;49.8817787;0.82976744;;;PAS_TROUVE
;La Forêt du Hellet;activity;mesnières-en-bray;76270;;OK Ville+CP;avenue du château, mesnières-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76270, france;49.7606542;1.37960648;49.7606542;1.37960648;;;PAS_TROUVE
;Marché traditionnel;event;veules-les-roses;76980;rue victor hugo;PARFAIT Ville+CP+Rue;54, rue victor hugo, veules-les-roses, dieppe, seine-maritime, normandie, france métropolitaine, 76980, france;49.8742736;0.79798405;49.8742736;0.79798405;;;✅✅CONSERVE_PARFAIT
;Victoria Williams fait son grand retour !;event;rives-en-seine;76490;35 route de rançon;PARFAIT Ville+CP+Rue;cristal cabaret, 35, route de rançon, caudebec-en-caux, rives-en-seine, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.5259609;0.7525269;49.5259609;0.7525269;;;✅✅CONSERVE_PARFAIT
;Golf de Dieppe Pourville Normandie;activity;dieppe;76200;51 route de pourville;OK Ville+CP;route de pourville, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9208258;1.05308192;49.9209388;1.0657083;Route de Pourville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76200, France;adresse_seule;✅CORRIGE
;La Maison Normande;accommodation;luneray;76810;32 rue des siamoisiers;OK Ville+CP;rue des siamoisiers, luneray, dieppe, seine-maritime, normandie, france métropolitaine, 76810, france;49.8266888;0.9292371;49.8291745;0.9267932;Rue des Siamoisiers, Luneray, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76810, France;adresse_seule;✅CORRIGE
